web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648548833-4473,https://myanimelist.net/anime/season/archive,Winter 2019,https://myanimelist.net/anime/season/2019/winter,Watashi ni Tenshi ga Maiorita!,https://myanimelist.net/anime/37993/Watashi_ni_Tenshi_ga_Maiorita,Watashi ni Tenshi ga Maiorita!,7.32,#2334,#1085,"172,633",Winter 2019,TV,Doga Kobo
1648551221-4848,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Show by Rock!! Stars!!,https://myanimelist.net/anime/41520/Show_by_Rock_Stars,Show by Rock!! Stars!!,7.09,#3455,#5618,"9,393",Winter 2021,TV,Kinema Citrus
1648540729-3157,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Kenzen Robo Daimidaler,https://myanimelist.net/anime/21809/Kenzen_Robo_Daimidaler,Kenzen Robo Daimidaler,6.14,#8137,#2276,"63,565",Spring 2014,TV,TNK
1648544069-3698,https://myanimelist.net/anime/season/archive,Winter 2016,https://myanimelist.net/anime/season/2016/winter,Sai Er Hao Season 6: Cangqiong Liehuo,https://myanimelist.net/anime/44148/Sai_Er_Hao_Season_6__Cangqiong_Liehuo,Sai Er Hao Season 6: Cangqiong Liehuo,N/A,#13554,#18720,46,Winter 2016,TV,null
1648536007-2404,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Penguin no Mondai Max,https://myanimelist.net/anime/10855/Penguin_no_Mondai_Max,Penguin no Mondai Max,N/A,#13251,#15585,264,Spring 2010,TV,Shogakukan Music & Digital Entertainment
1648536712-2513,https://myanimelist.net/anime/season/archive,Summer 2011,https://myanimelist.net/anime/season/2011/summer,Ganbare!! Nattou-san,https://myanimelist.net/anime/10995/Ganbare_Nattou-san,Ganbare!! Nattou-san,N/A,#16187,#15156,292,Summer 2011,TV,Kachidoki Studio
1648544112-3705,https://myanimelist.net/anime/season/archive,Winter 2016,https://myanimelist.net/anime/season/2016/winter,Mim Mam Mint,https://myanimelist.net/anime/32402/Mim_Mam_Mint,Mim Mam Mint,N/A,#12547,#14018,395,Winter 2016,TV,Kachidoki Studio
1648544949-3841,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Battle Girl High School,https://myanimelist.net/anime/33184/Battle_Girl_High_School,Battle Girl High School,5.81,#9512,#3917,"22,718",Summer 2017,TV,SILVER LINK.
1648542133-3386,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Gon 2nd Season,https://myanimelist.net/anime/30410/Gon_2nd_Season,Gon 2nd Season,5.96,#8980,#13106,540,Spring 2015,TV,Daewon Media
1648550152-4681,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,https://myanimelist.net/anime/50141/Yoshida_Katsuko_no_Yabai_wa_SDGs__Araburu_Trouble_Sustainable,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,N/A,#14983,#16805,186,Fall 2021,TV,DLE
1648520876-83,https://myanimelist.net/anime/season/archive,Fall 1970,https://myanimelist.net/anime/season/1970/fall,Norakuro,https://myanimelist.net/anime/23013/Norakuro,Norakuro,N/A,#12947,#13963,403,Fall 1970,TV,Eiken
1648534338-2139,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Blassreiter,https://myanimelist.net/anime/3407/Blassreiter,Blassreiter,6.91,#4209,#1997,"78,526",Spring 2008,TV,Gonzo
1648529293-1337,https://myanimelist.net/anime/season/archive,Fall 2003,https://myanimelist.net/anime/season/2003/fall,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,https://myanimelist.net/anime/279/Kyougoku_Natsuhiko__Kousetsu_Hyaku_Monogatari,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.13,#3277,#3221,"33,843",Fall 2003,TV,TMS Entertainment
1648533151-1952,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Spider Riders: Yomigaeru Taiyou,https://myanimelist.net/anime/2620/Spider_Riders__Yomigaeru_Taiyou,Spider Riders: Yomigaeru Taiyou,6.69,#5264,#7709,"4,266",Spring 2007,TV,Bee Train
1648529191-1320,https://myanimelist.net/anime/season/archive,Fall 2003,https://myanimelist.net/anime/season/2003/fall,Midnight Horror School,https://myanimelist.net/anime/7751/Midnight_Horror_School,Midnight Horror School,N/A,#12530,#12240,743,Fall 2003,TV,null
1648524205-561,https://myanimelist.net/anime/season/archive,Winter 1988,https://myanimelist.net/anime/season/1988/winter,Lemon Angel (1988),https://myanimelist.net/anime/3259/Lemon_Angel_1988,Lemon Angel (1988),5.75,#9785,#10269,"1,618",Winter 1988,TV,null
1648552101-4985,https://myanimelist.net/anime/season/archive,Winter 2022,https://myanimelist.net/anime/season/2022/winter,Akachan Honbuchou 2nd Season,https://myanimelist.net/anime/51132/Akachan_Honbuchou_2nd_Season,Akachan Honbuchou 2nd Season,N/A,#15259,#18277,92,Winter 2022,TV,Tomovies
1648546162-4038,https://myanimelist.net/anime/season/archive,Fall 2018,https://myanimelist.net/anime/season/2018/fall,"Sono Toki, Kanojo wa.",https://myanimelist.net/anime/38251/Sono_Toki_Kanojo_wa,"Sono Toki, Kanojo wa.",5.66,#10112,#4752,"14,304",Fall 2018,TV,MASTER LIGHTS
1648548631-4441,https://myanimelist.net/anime/season/archive,Winter 2019,https://myanimelist.net/anime/season/2019/winter,Kyou mo Tsuno ga Aru,https://myanimelist.net/anime/39003/Kyou_mo_Tsuno_ga_Aru,Kyou mo Tsuno ga Aru,N/A,#17442,#13543,462,Winter 2019,TV,MMDGP
1648520448-29,https://myanimelist.net/anime/season/archive,Summer 1966,https://myanimelist.net/anime/season/1966/summer,Monoshiri Daigaku: Ashita no Calendar,https://myanimelist.net/anime/22221/Monoshiri_Daigaku__Ashita_no_Calendar,Monoshiri Daigaku: Ashita no Calendar,5.67,#10096,#12809,603,Summer 1966,TV,null
1648539051-2891,https://myanimelist.net/anime/season/archive,Summer 2013,https://myanimelist.net/anime/season/2013/summer,Kimi no Iru Machi,https://myanimelist.net/anime/17741/Kimi_no_Iru_Machi,Kimi no Iru Machi,6.86,#4452,#1325,"139,299",Summer 2013,TV,Gonzo
1648541204-3235,https://myanimelist.net/anime/season/archive,Winter 2014,https://myanimelist.net/anime/season/2014/winter,Tonari no Seki-kun,https://myanimelist.net/anime/18139/Tonari_no_Seki-kun,Tonari no Seki-kun,7.55,#1506,#941,"203,623",Winter 2014,TV,Shin-Ei Animation
1648533308-1978,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Terra e... (TV),https://myanimelist.net/anime/2158/Terra_e_TV,Terra e... (TV),7.9,#704,#2425,"57,353",Spring 2007,TV,Tokyo Kids
1648530179-1477,https://myanimelist.net/anime/season/archive,Summer 2004,https://myanimelist.net/anime/season/2004/summer,Galaxy Angel 4,https://myanimelist.net/anime/655/Galaxy_Angel_4,Galaxy Angel 4,7.21,#2865,#6203,"7,395",Summer 2004,TV,Madhouse
1648527275-1019,https://myanimelist.net/anime/season/archive,Summer 1999,https://myanimelist.net/anime/season/1999/summer,Ai no Wakakusa Yama Monogatari,https://myanimelist.net/anime/6075/Ai_no_Wakakusa_Yama_Monogatari,Ai no Wakakusa Yama Monogatari,5.92,#9148,#11204,"1,093",Summer 1999,TV,Gainax
1648531225-1645,https://myanimelist.net/anime/season/archive,Spring 2005,https://myanimelist.net/anime/season/2005/spring,Trinity Blood,https://myanimelist.net/anime/27/Trinity_Blood,Trinity Blood,7.3,#2424,#1099,"170,411",Spring 2005,TV,Gonzo
1648540634-3141,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Dragon Collection,https://myanimelist.net/anime/22733/Dragon_Collection,Dragon Collection,6.2,#7805,#7401,"4,768",Spring 2014,TV,OLM
1648541627-3304,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Shinmai Maou no Testament Burst,https://myanimelist.net/anime/30363/Shinmai_Maou_no_Testament_Burst,Shinmai Maou no Testament Burst,6.84,#4514,#528,"345,388",Fall 2015,TV,Production IMS
1648540736-3158,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Captain Earth,https://myanimelist.net/anime/21677/Captain_Earth,Captain Earth,6.41,#6699,#2269,"63,796",Spring 2014,TV,Bones
1648532700-1882,https://myanimelist.net/anime/season/archive,Fall 2007,https://myanimelist.net/anime/season/2007/fall,Moonlight Mile 2nd Season: Touch Down,https://myanimelist.net/anime/2929/Moonlight_Mile_2nd_Season__Touch_Down,Moonlight Mile 2nd Season: Touch Down,7.3,#2406,#7539,"4,550",Fall 2007,TV,Studio Hibari
1648525644-771,https://myanimelist.net/anime/season/archive,Winter 1994,https://myanimelist.net/anime/season/1994/winter,Yuusha Keisatsu J-Decker,https://myanimelist.net/anime/5075/Yuusha_Keisatsu_J-Decker,Yuusha Keisatsu J-Decker,7.35,#2219,#8574,"3,065",Winter 1994,TV,Sunrise
1648531345-1664,https://myanimelist.net/anime/season/archive,Winter 2005,https://myanimelist.net/anime/season/2005/winter,UG?Ultimate Girls,https://myanimelist.net/anime/354/UG%E2%98%86Ultimate_Girls,UG?Ultimate Girls,5.63,#10240,#5779,"8,811",Winter 2005,TV,Studio Matrix
1648549688-4607,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,"Shachou, Battle no Jikan Desu!",https://myanimelist.net/anime/40783/Shachou_Battle_no_Jikan_Desu,"Shachou, Battle no Jikan Desu!",5.86,#9359,#3226,"33,769",Spring 2020,TV,C2C
1648548229-4375,https://myanimelist.net/anime/season/archive,Spring 2019,https://myanimelist.net/anime/season/2019/spring,Synostone,https://myanimelist.net/anime/48263/Synostone,Synostone,N/A,#14144,#18521,71,Spring 2019,TV,null
1648522966-378,https://myanimelist.net/anime/season/archive,Fall 1983,https://myanimelist.net/anime/season/1983/fall,TaoTao Ehonkan Sekai Doubutsu Banashi,https://myanimelist.net/anime/2578/TaoTao_Ehonkan_Sekai_Doubutsu_Banashi,TaoTao Ehonkan Sekai Doubutsu Banashi,6.76,#4893,#11222,"1,085",Fall 1983,TV,null
1648528117-1152,https://myanimelist.net/anime/season/archive,Fall 2001,https://myanimelist.net/anime/season/2001/fall,Hoshi no Kirby,https://myanimelist.net/anime/2390/Hoshi_no_Kirby,Hoshi no Kirby,6.83,#4566,#3563,"27,713",Fall 2001,TV,Studio Comet
1648523471-454,https://myanimelist.net/anime/season/archive,Fall 1985,https://myanimelist.net/anime/season/1985/fall,Ninja Senshi Tobikage,https://myanimelist.net/anime/3059/Ninja_Senshi_Tobikage,Ninja Senshi Tobikage,6.96,#3984,#7870,"4,040",Fall 1985,TV,Studio Pierrot
1648550985-4813,https://myanimelist.net/anime/season/archive,Spring 2021,https://myanimelist.net/anime/season/2021/spring,Zombieland Saga: Revenge,https://myanimelist.net/anime/40174/Zombieland_Saga__Revenge,Zombieland Saga: Revenge,8.03,#529,#1089,"171,831",Spring 2021,TV,MAPPA
1648550442-4729,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,Kimetsu no Yaiba: Mugen Ressha-hen,8.38,#179,#479,"375,817",Fall 2021,TV,ufotable
1648527168-1002,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Cybersix,https://myanimelist.net/anime/2383/Cybersix,Cybersix,7.23,#2758,#5837,"8,615",Fall 1999,TV,Telecom Animation Film
1648538125-2740,https://myanimelist.net/anime/season/archive,Spring 2012,https://myanimelist.net/anime/season/2012/spring,Yurumates 3D,https://myanimelist.net/anime/12123/Yurumates_3D,Yurumates 3D,6.32,#7192,#6083,"7,760",Spring 2012,TV,C2C
1648543913-3673,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Seisen Cerberus: Ryuukoku no Fatalit?s,https://myanimelist.net/anime/32595/Seisen_Cerberus__Ryuukoku_no_Fatalit%C3%A9s,Seisen Cerberus: Ryuukoku no Fatalit?s,5.61,#10299,#1783,"93,243",Spring 2016,TV,Bridge
1648551353-4870,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Non Non Biyori Nonstop,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop,Non Non Biyori Nonstop,8.4,#159,#1729,"98,306",Winter 2021,TV,SILVER LINK.
1648537378-2619,https://myanimelist.net/anime/season/archive,Winter 2011,https://myanimelist.net/anime/season/2011/winter,Kemy,https://myanimelist.net/anime/34666/Kemy,Kemy,N/A,#17127,#17306,158,Winter 2011,TV,null
1648547485-4255,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,Beatless,https://myanimelist.net/anime/36516/Beatless,Beatless,6.2,#7802,#1198,"157,448",Winter 2018,TV,Diomed?a
1648548985-4497,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,https://myanimelist.net/anime/40833/Inu_to_Neko_Docchi_mo_Katteru_to_Mainichi_Tanoshii,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.25,#2685,#5025,"12,504",Fall 2020,TV,Team TillDawn
1648542367-3425,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Gintama?,https://myanimelist.net/anime/28977/Gintama%C2%B0,Gintama?,9.09,#2,#337,"519,304",Spring 2015,TV,Bandai Namco Pictures
1648540952-3193,https://myanimelist.net/anime/season/archive,Winter 2014,https://myanimelist.net/anime/season/2014/winter,Pic-lele,https://myanimelist.net/anime/21981/Pic-lele,Pic-lele,N/A,#13268,#16859,183,Winter 2014,TV,Kachidoki Studio
1648546915-4161,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Kiratto Pri?chan,https://myanimelist.net/anime/37178/Kiratto_Pri%E2%98%86chan,Kiratto Pri?chan,7.14,#3248,#7328,"4,860",Spring 2018,TV,Tatsunoko Production
1648522894-368,https://myanimelist.net/anime/season/archive,Spring 1982,https://myanimelist.net/anime/season/1982/spring,Ochamegami Monogatari: Korokoro Pollon,https://myanimelist.net/anime/3136/Ochamegami_Monogatari__Korokoro_Pollon,Ochamegami Monogatari: Korokoro Pollon,6.93,#4139,#8976,"2,652",Spring 1982,TV,Kokusai Eigasha
1648524120-548,https://myanimelist.net/anime/season/archive,Spring 1988,https://myanimelist.net/anime/season/1988/spring,Moeru! Oniisan,https://myanimelist.net/anime/6067/Moeru_Oniisan,Moeru! Oniisan,6.41,#6729,#11057,"1,168",Spring 1988,TV,Studio Pierrot
1648537171-2586,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,https://myanimelist.net/anime/10444/Digimon_Xros_Wars__Aku_no_Death_General_to_Nanatsu_no_Oukoku,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.1,#3416,#3738,"25,043",Spring 2011,TV,Toei Animation
1648537438-2629,https://myanimelist.net/anime/season/archive,Winter 2011,https://myanimelist.net/anime/season/2011/winter,Cardfight!! Vanguard,https://myanimelist.net/anime/9539/Cardfight_Vanguard,Cardfight!! Vanguard,7.02,#3782,#2639,"49,026",Winter 2011,TV,TMS Entertainment
1648530329-1501,https://myanimelist.net/anime/season/archive,Spring 2004,https://myanimelist.net/anime/season/2004/spring,Massugu ni Ikou. 2nd Season,https://myanimelist.net/anime/3182/Massugu_ni_Ikou_2nd_Season,Massugu ni Ikou. 2nd Season,6.58,#5844,#9640,"2,032",Spring 2004,TV,Yumeta Company
1648541402-3266,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Kindaichi Shounen no Jikenbo Returns 2nd Season,https://myanimelist.net/anime/31227/Kindaichi_Shounen_no_Jikenbo_Returns_2nd_Season,Kindaichi Shounen no Jikenbo Returns 2nd Season,7.66,#1188,#5491,"9,927",Fall 2015,TV,Toei Animation
1648534452-2157,https://myanimelist.net/anime/season/archive,Winter 2008,https://myanimelist.net/anime/season/2008/winter,Tatakae! Dokan-kun: Gekitou-kun,https://myanimelist.net/anime/38569/Tatakae_Dokan-kun__Gekitou-kun,Tatakae! Dokan-kun: Gekitou-kun,N/A,#14247,#17713,135,Winter 2008,TV,DLE
1648540512-3121,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Astar-eul Hyanghae Chaguchagu,https://myanimelist.net/anime/35605/Astar-eul_Hyanghae_Chaguchagu,Astar-eul Hyanghae Chaguchagu,N/A,#15379,#15622,262,Spring 2014,TV,null
1648548331-4392,https://myanimelist.net/anime/season/archive,Spring 2019,https://myanimelist.net/anime/season/2019/spring,Youkai Watch!,https://myanimelist.net/anime/39277/Youkai_Watch,Youkai Watch!,6.28,#7404,#9177,"2,430",Spring 2019,TV,OLM
1648542933-3517,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,Bernard-jou Iwaku.,https://myanimelist.net/anime/33462/Bernard-jou_Iwaku,Bernard-jou Iwaku.,5.97,#8904,#4063,"20,797",Fall 2016,TV,Creators in Pack
1648546758-4136,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Satsuriku no Tenshi,https://myanimelist.net/anime/35994/Satsuriku_no_Tenshi,Satsuriku no Tenshi,6.95,#4064,#313,"549,786",Summer 2018,TV,J.C.Staff
1648531171-1636,https://myanimelist.net/anime/season/archive,Spring 2005,https://myanimelist.net/anime/season/2005/spring,Eikoku Koi Monogatari Emma,https://myanimelist.net/anime/345/Eikoku_Koi_Monogatari_Emma,Eikoku Koi Monogatari Emma,7.63,#1247,#2589,"50,398",Spring 2005,TV,Studio Pierrot
1648546529-4098,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Hataraku Onii-san! no 2!,https://myanimelist.net/anime/37646/Hataraku_Onii-san_no_2,Hataraku Onii-san! no 2!,6.44,#6591,#8451,"3,219",Summer 2018,TV,Fanworks
1648530203-1481,https://myanimelist.net/anime/season/archive,Summer 2004,https://myanimelist.net/anime/season/2004/summer,Maria-sama ga Miteru: Haru,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru,Maria-sama ga Miteru: Haru,7.65,#1200,#3746,"24,903",Summer 2004,TV,Studio Deen
1648548397-4403,https://myanimelist.net/anime/season/archive,Spring 2019,https://myanimelist.net/anime/season/2019/spring,Mobile Suit Gundam: The Origin - Advent of the Red Comet,https://myanimelist.net/anime/39592/Mobile_Suit_Gundam__The_Origin_-_Advent_of_the_Red_Comet,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.11,#425,#4530,"16,157",Spring 2019,TV,Sunrise
1648521477-165,https://myanimelist.net/anime/season/archive,Spring 1974,https://myanimelist.net/anime/season/1974/spring,Chargeman Ken!,https://myanimelist.net/anime/6383/Chargeman_Ken,Chargeman Ken!,4.68,#12137,#8371,"3,326",Spring 1974,TV,Knack Productions
1648546145-4035,https://myanimelist.net/anime/season/archive,Fall 2018,https://myanimelist.net/anime/season/2018/fall,Uchuu Senkan Tiramis? II,https://myanimelist.net/anime/37988/Uchuu_Senkan_Tiramis%C3%B9_II,Uchuu Senkan Tiramis? II,6.54,#6028,#5759,"8,870",Fall 2018,TV,Gonzo
1648524856-655,https://myanimelist.net/anime/season/archive,Spring 1991,https://myanimelist.net/anime/season/1991/spring,Kikou Keisatsu Metal Jack,https://myanimelist.net/anime/3315/Kikou_Keisatsu_Metal_Jack,Kikou Keisatsu Metal Jack,6.25,#7547,#11224,"1,084",Spring 1991,TV,Sunrise
1648544412-3754,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,Neko no Dayan (2017),https://myanimelist.net/anime/36981/Neko_no_Dayan_2017,Neko no Dayan (2017),N/A,#12841,#16423,208,Fall 2017,TV,null
1648543276-3572,https://myanimelist.net/anime/season/archive,Summer 2016,https://myanimelist.net/anime/season/2016/summer,PJ Berri no Mogumogu Munyamunya,https://myanimelist.net/anime/33835/PJ_Berri_no_Mogumogu_Munyamunya,PJ Berri no Mogumogu Munyamunya,N/A,#13289,#14282,367,Summer 2016,TV,Doga Kobo
1648534676-2191,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Green Saver,https://myanimelist.net/anime/19457/Green_Saver,Green Saver,N/A,#16299,#16111,227,Fall 2009,TV,null
1648541037-3207,https://myanimelist.net/anime/season/archive,Winter 2014,https://myanimelist.net/anime/season/2014/winter,Tesagure! Bukatsumono Encore,https://myanimelist.net/anime/21851/Tesagure_Bukatsumono_Encore,Tesagure! Bukatsumono Encore,7.07,#3550,#7621,"4,416",Winter 2014,TV,Yaoyorozu
1648537214-2593,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Yu?Gi?Oh! Zexal,https://myanimelist.net/anime/10015/Yu%E2%98%86Gi%E2%98%86Oh_Zexal,Yu?Gi?Oh! Zexal,6.36,#6979,#2216,"66,891",Spring 2011,TV,Gallop
1648524036-535,https://myanimelist.net/anime/season/archive,Summer 1988,https://myanimelist.net/anime/season/1988/summer,Biriken,https://myanimelist.net/anime/8520/Biriken,Biriken,N/A,#15503,#15153,290,Summer 1988,TV,Shin-Ei Animation
1648522174-263,https://myanimelist.net/anime/season/archive,Fall 1979,https://myanimelist.net/anime/season/1979/fall,Koguma no Misha,https://myanimelist.net/anime/6261/Koguma_no_Misha,Koguma no Misha,6.04,#8641,#13591,454,Fall 1979,TV,Nippon Animation
1648544913-3835,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Pikotarou no Lullaby Lullaby (TV),https://myanimelist.net/anime/35739/Pikotarou_no_Lullaby_Lullaby_TV,Pikotarou no Lullaby Lullaby (TV),5.56,#10430,#7183,"5,074",Summer 2017,TV,DLE
1648549821-4629,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,Kami no Tou,https://myanimelist.net/anime/40221/Kami_no_Tou,Kami no Tou,7.57,#1416,#185,"747,274",Spring 2020,TV,Telecom Animation Film
1648533573-2018,https://myanimelist.net/anime/season/archive,Winter 2007,https://myanimelist.net/anime/season/2007/winter,Les Mis?rables: Shoujo Cosette,https://myanimelist.net/anime/1695/Les_Mis%C3%A9rables__Shoujo_Cosette,Les Mis?rables: Shoujo Cosette,7.87,#750,#3715,"25,348",Winter 2007,TV,Nippon Animation
1648542885-3509,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,Teekyuu 8,https://myanimelist.net/anime/33811/Teekyuu_8,Teekyuu 8,6.62,#5591,#4869,"13,387",Fall 2016,TV,Millepensee
1648527095-990,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Rerere no Tensai Bakabon,https://myanimelist.net/anime/10607/Rerere_no_Tensai_Bakabon,Rerere no Tensai Bakabon,6.05,#8582,#12812,603,Fall 1999,TV,Studio Pierrot
1648522498-309,https://myanimelist.net/anime/season/archive,Winter 1980,https://myanimelist.net/anime/season/1980/winter,Kirin Ashita no Calendar,https://myanimelist.net/anime/32448/Kirin_Ashita_no_Calendar,Kirin Ashita no Calendar,5.82,#9503,#13617,451,Winter 1980,TV,null
1648531802-1738,https://myanimelist.net/anime/season/archive,Summer 2006,https://myanimelist.net/anime/season/2006/summer,Patta Potta Monta,https://myanimelist.net/anime/24121/Patta_Potta_Monta,Patta Potta Monta,N/A,#13230,#16311,214,Summer 2006,TV,null
1648547094-4191,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Dorei-ku The Animation,https://myanimelist.net/anime/36525/Dorei-ku_The_Animation,Dorei-ku The Animation,5.94,#9069,#2434,"57,149",Spring 2018,TV,TNK
1648521765-205,https://myanimelist.net/anime/season/archive,Spring 1976,https://myanimelist.net/anime/season/1976/spring,Youkaiden Nekome Kozou,https://myanimelist.net/anime/23351/Youkaiden_Nekome_Kozou,Youkaiden Nekome Kozou,N/A,#14988,#12199,754,Spring 1976,TV,null
1648536748-2519,https://myanimelist.net/anime/season/archive,Summer 2011,https://myanimelist.net/anime/season/2011/summer,Inumarudashi,https://myanimelist.net/anime/10847/Inumarudashi,Inumarudashi,5.18,#11490,#12415,698,Summer 2011,TV,Gathering
1648551116-4834,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Kintamani Dog,https://myanimelist.net/anime/44702/Kintamani_Dog,Kintamani Dog,N/A,#17222,#18629,59,Winter 2021,TV,null
1648550688-4768,https://myanimelist.net/anime/season/archive,Summer 2021,https://myanimelist.net/anime/season/2021/summer,"Tantei wa Mou, Shindeiru.",https://myanimelist.net/anime/46471/Tantei_wa_Mou_Shindeiru,"Tantei wa Mou, Shindeiru.",6.34,#7075,#647,"289,797",Summer 2021,TV,ENGI
1648535726-2361,https://myanimelist.net/anime/season/archive,Fall 2010,https://myanimelist.net/anime/season/2010/fall,Shinrei Tantei Yakumo,https://myanimelist.net/anime/7662/Shinrei_Tantei_Yakumo,Shinrei Tantei Yakumo,7.32,#2323,#1436,"124,146",Fall 2010,TV,Bee Train
1648537010-2559,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,47 Todoufuken,https://myanimelist.net/anime/27589/47_Todoufuken,47 Todoufuken,5.52,#10562,#13557,458,Spring 2011,TV,Pollyanna Graphics
1648531859-1746,https://myanimelist.net/anime/season/archive,Summer 2006,https://myanimelist.net/anime/season/2006/summer,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,https://myanimelist.net/anime/1578/Koisuru_Tenshi_Angelique__Kokoro_no_Mezameru_Toki,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.84,#4547,#5316,"10,804",Summer 2006,TV,Satelight
1648549526-4580,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,Zo Zo Zo Zombie-kun (TV),https://myanimelist.net/anime/41686/Zo_Zo_Zo_Zombie-kun_TV,Zo Zo Zo Zombie-kun (TV),N/A,#15170,#14072,389,Spring 2020,TV,J.C.Staff
1648527372-1034,https://myanimelist.net/anime/season/archive,Spring 1999,https://myanimelist.net/anime/season/1999/spring,Yancharu Moncha,https://myanimelist.net/anime/30116/Yancharu_Moncha,Yancharu Moncha,N/A,#14913,#16189,222,Spring 1999,TV,null
1648533388-1989,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Hayate no Gotoku!,https://myanimelist.net/anime/2026/Hayate_no_Gotoku,Hayate no Gotoku!,7.54,#1534,#908,"210,278",Spring 2007,TV,SynergySP
1648550158-4682,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Gunma-chan,https://myanimelist.net/anime/49184/Gunma-chan,Gunma-chan,N/A,#16322,#13438,479,Fall 2021,TV,null
